"Grade","Profissional_Grade","Unidade_Funcional","Condicao_De_Atendimento","Especialidade","Situacao_Atual_Grade","Dia_da_Semana","Hora_Inicio","Turno","Situacao_Atual_Horario","Quantidade_Vagas"
1622,B. M. D. O. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Quarta,1970-01-01 15:40:00.000,Tarde,Ativo,1
1622,B. M. D. O. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Sexta,1970-01-01 08:00:00.000,Manhã,Ativo,3
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Terça,1970-01-01 10:00:00.000,Manhã,Ativo,2
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Terça,1970-01-01 08:00:00.000,Manhã,Ativo,2
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Terça,1970-01-01 09:00:00.000,Manhã,Ativo,2
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Quarta,1970-01-01 08:00:00.000,Manhã,Ativo,2
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Quarta,1970-01-01 10:00:00.000,Manhã,Ativo,2
1623,M. D. A. L. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSIQUIATRIA - NASS,Ativo,Quarta,1970-01-01 09:00:00.000,Manhã,Ativo,2
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,4
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Terça,1970-01-01 08:30:00.000,Manhã,Ativo,2
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Terça,1970-01-01 10:20:00.000,Manhã,Ativo,1
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Quarta,1970-01-01 16:00:00.000,Tarde,Ativo,3
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Quarta,1970-01-01 14:00:00.000,Tarde,Ativo,1
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,4
1624,C. K. D. S. M. ,NÚCLEO DO SERVIDOR (AMBULATÓRIO),CONSULTA RETORNO SERVIDOR(A),PSICOLOGIA - NASS,Ativo,Quinta,1970-01-01 18:00:00.000,Noite,Ativo,1
1626,S. F. G. ,NUTRIÇÃO,INTERCONSULTA,NUTRICAO - CLINICA MEDICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
1626,S. F. G. ,NUTRIÇÃO,RETORNO,NUTRICAO - CLINICA MEDICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
1628,S. F. G. ,NUTRIÇÃO,RETORNO,NUTRICAO - GERIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
1628,S. F. G. ,NUTRIÇÃO,INTERCONSULTA,NUTRICAO - GERIATRIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
1630,S. F. G. ,FISIOTERAPIA,RETORNO,NUTRICAO POS-UTI,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,3
1630,S. F. G. ,FISIOTERAPIA,INTERCONSULTA,NUTRICAO POS-UTI,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
1630,S. F. G. ,FISIOTERAPIA,RETORNO,NUTRICAO POS-UTI,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
